time_ms,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,temp_c,label
5200,1.3072,9.7181,1.3288,-6.5649,45.0992,34.8244,40.77,On Head
5250,1.5514,9.6031,1.2546,-1.9847,44.6412,29.2824,41.05,On Head
5300,2.1093,9.5553,1.3982,-0.0305,47.2672,26.8855,40.91,On Head
5350,2.0686,9.4427,1.8866,0.1374,45.6947,23.6031,41.05,On Head
5400,2.4804,10.0868,1.5993,3.3588,43.7405,19.4504,40.72,On Head
5450,2.6647,9.6175,1.7238,-4.2901,48.1527,16.5802,40.95,On Head
5500,2.6528,9.8497,2.0063,-7.8931,53.0534,14.0153,41.28,On Head
5550,2.4062,9.4619,2.4229,-10.4122,57.8168,11.3740,41.24,On Head
5600,1.9800,9.2919,3.1819,-6.9160,49.7863,8.6412,41.19,On Head
5650,2.2218,9.2799,3.1388,-1.4504,41.0840,4.7939,41.19,On Head
5700,2.5522,9.7540,2.5426,0.9008,33.5115,8.1985,40.95,On Head
5750,3.0095,9.3254,2.2410,-7.4962,21.9542,-8.0153,41.19,On Head
5800,1.7885,9.0190,2.5618,-14.9618,-1.2366,-29.1756,40.95,On Head
5850,2.1117,9.4810,2.3631,-31.8015,-28.9771,-44.3053,40.91,On Head
5900,1.6137,9.2919,2.4421,-39.7405,-46.1832,-60.5496,40.86,On Head
5950,1.3647,10.3358,2.5450,-56.5344,-71.6183,-61.8779,41.05,On Head
6000,1.9585,8.9663,3.0239,-50.7786,-48.1832,-69.8931,40.95,On Head
6050,1.1588,9.1123,3.1627,-36.6412,-15.0534,-63.0840,40.91,On Head
6100,0.6321,8.9471,3.1220,-21.6336,21.6641,-56.9618,41.19,On Head
6150,-1.3767,9.0309,3.4381,-2.2443,54.1221,-39.2061,41.09,On Head
6200,-2.7318,10.3573,3.5386,9.8321,49.8473,-10.4885,40.95,On Head
6250,-2.2865,9.8234,3.5506,-1.2519,36.3817,7.3435,41.09,On Head
6300,-1.7645,9.7636,3.3639,-0.4427,29.4504,10.9466,40.72,On Head
6350,-1.4485,9.9551,3.1005,-3.4351,23.7099,17.5725,41.19,On Head
6400,-1.0798,9.3518,2.9233,3.2214,24.9771,18.7176,41.09,On Head
6450,-0.7446,9.4260,2.5331,-2.0611,29.7710,14.4275,40.95,On Head
6500,-1.2306,10.1035,2.7845,-6.1527,33.1908,14.3511,40.86,On Head
6550,-1.7262,10.4387,3.8403,-25.0687,26.4275,14.2595,40.95,On Head
6600,-1.2881,9.8689,3.4596,-0.8397,22.4427,11.0992,41.24,On Head
6650,-1.4461,9.5385,3.6272,-4.5038,18.2137,11.5878,41.09,On Head
6700,-0.8882,9.7779,2.6624,-0.4122,8.1832,11.4351,41.09,On Head
6750,0.0048,9.6343,2.7940,-4.6565,15.0076,4.3053,41.24,On Head
6800,-0.6201,10.3884,3.0861,-16.0153,19.2977,12.8092,41.28,On Head
6850,-0.1365,9.6582,3.2585,-23.9542,28.5954,17.2061,41.05,On Head
6900,-0.7422,9.7683,3.8906,-24.0611,29.8015,17.5725,41.09,On Head
6950,-0.7039,8.7580,3.9840,-21.0076,28.5344,17.8626,40.91,On Head
7000,-0.5411,8.5353,3.4572,4.9008,20.1374,8.0611,40.95,On Head
7050,-0.1556,9.7157,3.5267,13.0229,15.2977,8.7481,41.09,On Head
7100,-0.2801,9.6391,3.0909,24.5344,27.1298,13.1756,41.05,On Head
7150,-0.2729,10.0916,2.7078,21.7557,25.3435,20.3511,40.86,On Head
7200,0.0072,9.8258,2.5163,21.5725,35.1145,26.9771,40.95,On Head
7250,0.2203,10.3118,2.2242,18.5649,34.8702,28.6565,41.24,On Head
7300,0.5578,10.4842,2.2673,-1.8015,52.6718,41.8779,40.91,On Head
7350,1.2498,9.8881,2.1931,2.5802,73.3588,48.2595,41.09,On Head
7400,1.7861,9.5026,2.0806,6.6260,98.4733,37.6031,41.09,On Head
7450,0.6847,10.4004,2.3200,11.9237,114.1221,43.6947,41.05,On Head
7500,0.6560,9.3182,2.8491,21.5267,106.3359,34.7023,41.09,On Head
7550,0.1077,10.1275,2.9521,7.4198,75.4809,27.8931,40.95,On Head
7600,0.5459,9.6989,3.2058,-2.9924,49.2672,14.8092,41.09,On Head
7650,1.0965,9.2847,3.0861,-0.1069,32.6718,12.6260,40.95,On Head
7700,1.3599,9.6941,2.8802,5.8779,33.2061,14.1069,41.09,On Head
7750,1.8818,9.5888,2.5426,6.7634,49.2824,21.2824,41.24,On Head
7800,2.0470,9.3541,2.3703,12.2443,64.3664,16.7481,40.95,On Head
7850,2.3056,9.1554,2.3798,9.0534,72.3969,-4.9771,40.95,On Head
7900,0.9074,9.7013,2.7078,27.3282,73.5878,-21.0534,41.09,On Head
7950,0.3807,10.3286,2.2386,26.8244,78.6260,5.1603,41.19,On Head
8000,-0.0886,9.6989,2.3822,30.6870,70.6718,17.1908,41.24,On Head
8050,0.2729,10.5967,1.5131,33.2519,54.0458,25.7405,40.86,On Head
8100,0.6704,10.4435,1.3695,14.4427,28.9313,30.7176,40.77,On Head
8150,1.0463,9.7875,1.7334,2.5344,7.0382,21.7710,40.91,On Head
8200,2.2146,9.7133,1.0008,3.8473,-4.6260,-0.1832,41.19,On Head
8250,1.5395,10.2041,1.1349,-5.8168,-1.1450,8.9771,40.91,On Head
8300,1.7238,9.6462,1.2905,-3.1450,6.0000,16.5954,41.09,On Head
8350,1.4557,9.7444,1.4868,1.8321,3.9847,18.1221,41.09,On Head
8400,1.5443,9.8641,1.4964,5.7863,-5.1756,20.3511,41.09,On Head
8450,2.8204,10.3645,1.6209,-15.6489,-22.0916,20.6412,41.09,On Head
8500,2.8060,9.8593,1.1516,-20.1221,-13.0840,20.0153,40.95,On Head
8550,2.9185,9.5816,1.2139,-22.1527,-16.8397,12.7328,41.09,On Head
8600,2.7294,9.6151,1.2953,-27.0534,-12.4885,11.1145,41.09,On Head
8650,3.0358,9.8569,1.2546,-25.4351,-2.2595,16.1527,41.19,On Head
8700,2.7892,9.4643,2.1117,-22.8244,4.3053,27.1450,40.91,On Head
8750,3.0718,9.2751,2.6073,-22.3817,0.3206,32.2290,41.19,On Head
8800,3.4931,8.7628,3.0239,-16.9771,-3.2519,26.4733,41.05,On Head
8850,3.6966,8.3103,3.2561,-9.3588,-14.5496,12.1374,40.86,On Head
8900,3.9241,8.8298,2.6911,0.9618,-19.3435,3.2824,40.91,On Head
8950,4.0773,8.6287,2.5139,3.2824,-18.0458,-4.9771,41.19,On Head
9000,3.4381,9.0429,2.5187,12.6718,-13.0229,-5.9542,41.05,On Head
9050,3.3639,8.7077,2.3272,13.3740,-23.0229,-5.0534,41.24,On Head
9100,3.5386,9.9503,1.8292,1.3893,-42.3511,-7.6031,41.09,On Head
9150,4.0127,9.0980,1.2067,-4.6565,-56.4427,-11.5573,40.95,On Head
9200,3.8642,9.6606,0.6895,-12.5191,-55.6489,-11.0076,41.09,On Head
9250,3.5386,9.5146,0.5674,-16.0153,-66.8244,-20.1679,41.19,On Head
9300,4.4029,10.6422,-0.3041,-50.7023,-54.3359,-19.7863,41.05,On Head
9350,2.8491,9.9192,1.1037,-64.7176,-63.6336,-22.9313,41.42,On Head
9400,2.4373,9.5337,2.1859,-80.8244,-88.2901,-34.9008,41.09,On Head
9450,1.6759,9.2129,3.5530,-82.9008,-121.0229,-35.6031,41.24,On Head
9500,2.3631,8.5952,4.2545,-67.0229,-129.2519,-27.3282,41.24,On Head
9550,2.9712,7.6231,4.3191,-33.5573,-127.6947,-19.3893,40.91,On Head
9600,3.3710,8.4108,2.9066,2.6107,-120.6870,-17.7863,40.77,On Head
9650,3.5985,9.3446,1.8890,13.8015,-103.7557,-10.9466,41.24,On Head
9700,4.2042,9.7899,1.3192,10.4885,-78.1832,-0.7786,40.95,On Head
9750,3.7996,9.3901,1.2641,0.2443,-56.2443,-3.6794,40.95,On Head
9800,3.1364,9.8857,1.1181,-6.5649,-46.4275,-11.0687,40.91,On Head
9850,2.4229,9.7300,1.4245,-6.5496,-52.9160,-3.7099,41.19,On Head
9900,3.0789,9.5553,1.1037,-7.2519,-54.4275,-1.3435,40.95,On Head
9950,3.6871,9.6151,0.3160,-6.4885,-52.2290,-3.5573,41.05,On Head
10000,4.4556,9.2009,0.6321,-42.3969,-33.6641,-6.5344,41.05,On Head
10050,2.6408,8.3246,1.8914,3.2672,-35.7710,-9.0229,41.19,On Head
10100,3.3854,10.8194,0.2825,-0.7786,-46.7939,1.9084,41.05,On Head
10150,3.7086,9.9838,0.3376,-32.8550,-42.0458,-16.3969,40.95,On Head
10200,2.3990,10.3717,0.8332,-36.7328,-45.1603,-10.3817,41.24,On Head
10250,3.3399,9.5337,1.0391,-54.0763,-55.5725,0.0611,41.05,On Head
10300,3.4764,9.4691,1.3623,-45.9389,-51.0534,0.8855,41.24,On Head
10350,4.1300,8.8801,2.2218,-52.7634,-39.7557,10.7786,41.38,On Head
10400,3.6943,7.6183,3.5195,-27.9847,-39.0382,-4.3664,41.09,On Head
10450,3.6440,8.5114,2.7294,5.4351,-39.5725,-8.8550,41.38,On Head
10500,3.7350,9.1842,2.0638,10.5496,-31.4656,-10.6107,41.24,On Head
10550,3.3854,9.5313,1.6424,8.8244,-25.9847,-10.4733,40.95,On Head
10600,3.3303,9.8306,1.4198,0.3969,-24.2443,-3.5573,40.91,On Head
10650,3.2681,9.5529,1.5299,-1.9847,-23.2366,-3.3282,41.19,On Head
10700,3.7852,9.5624,1.2617,-2.6107,-18.5344,-0.1221,40.91,On Head
10750,3.4668,9.1075,1.2163,4.7939,-4.8092,-0.8550,41.19,On Head
10800,3.8954,9.8737,0.6943,7.4809,4.3969,5.5573,41.24,On Head
10850,3.7733,9.7157,0.7087,-0.5191,23.4504,-1.8015,40.95,On Head
10900,3.6919,9.5600,0.8811,-4.8702,31.6183,-2.9771,40.95,On Head
10950,3.4309,9.6534,1.1444,-6.6870,38.6565,-3.4046,40.95,On Head
11000,4.0654,9.4427,1.2163,-9.2824,51.3435,-5.8779,41.28,On Head
11050,4.2760,9.2799,1.0702,-6.3664,77.0534,-15.7099,40.95,On Head
11100,3.4189,9.4212,1.4245,-1.3740,111.0076,-12.6565,40.91,On Head
11150,1.8723,9.3182,2.7701,6.7328,114.6565,-7.4809,41.09,On Head
11200,1.2450,9.7229,3.2370,8.3359,98.2748,0.0305,41.05,On Head
11250,1.3982,9.2416,3.4836,14.0305,75.2824,8.7176,40.86,On Head
11300,1.5251,9.3182,3.1316,18.8702,55.9847,8.5954,41.28,On Head
11350,1.9920,9.6582,2.5666,21.0840,42.6870,4.2901,40.91,On Head
11400,2.5833,9.5050,2.3296,17.1603,42.6412,0.4580,40.95,On Head
11450,2.4493,9.2727,2.2458,22.3359,49.8168,-5.6794,41.09,On Head
11500,2.6600,10.1323,1.6257,20.0458,62.3359,-0.9618,40.91,On Head
11550,0.7326,9.7372,2.2290,25.7710,60.8855,-2.3511,41.19,On Head
11600,0.4357,11.1809,1.8842,3.9237,25.0992,6.1527,41.19,On Head
11650,1.2354,9.8569,2.1141,-6.0916,9.6489,14.5954,41.24,On Head
11700,1.8148,9.7564,2.1189,-6.0305,1.1298,13.8015,41.24,On Head
11750,2.2721,9.5241,2.1428,-9.7099,-2.9160,12.0916,41.09,On Head
11800,2.1045,9.7205,2.2936,-8.6870,-4.1069,12.2901,40.95,On Head
11850,2.5379,9.2464,2.3703,-9.1145,-11.0076,9.3588,41.19,On Head
11900,3.0909,8.8226,2.3846,-6.0916,-6.9771,-0.0763,41.09,On Head
11950,2.5283,9.2296,2.5091,2.9313,-14.8397,-10.3206,41.09,On Head
12000,2.7725,9.9718,1.6759,-0.8550,-18.4886,-26.4886,40.91,On Head
12050,2.1117,9.9431,1.7765,-9.5420,-13.1450,-18.6107,40.95,On Head
12100,1.8986,9.8545,2.0111,-7.0229,-8.6870,-14.5496,41.24,On Head
12150,1.8603,9.4858,2.2170,-4.0153,-10.8092,-11.5420,41.05,On Head
12200,1.7310,9.5864,2.3248,0.0000,-12.7481,-14.8855,41.19,On Head
12250,1.9465,9.5457,2.2218,-2.7786,-23.3130,-24.1832,41.19,On Head
12300,1.7813,9.1004,2.3272,0.1679,-27.9084,-34.4733,41.05,On Head
12350,1.6951,8.9998,2.3320,4.9008,-33.8473,-51.0382,41.24,On Head
12400,0.8212,9.3446,2.1404,10.7939,-41.4046,-71.8931,41.47,On Head
12450,-0.1437,10.2544,1.6328,4.4733,-46.0153,-66.5343,40.91,On Head
12500,-0.5339,10.1754,1.4629,4.0458,-39.6489,-57.6489,40.91,On Head
12550,-1.1396,10.0987,1.5921,-3.9389,-37.3130,-39.4198,40.95,On Head
12600,-1.5802,10.3334,1.7789,1.5573,-32.6565,-33.7710,40.95,On Head
12650,-1.6951,9.9359,1.8890,-1.1756,-34.7634,-18.3969,40.91,On Head
12700,-1.8890,10.0078,1.9201,1.2214,-40.9466,-10.9160,41.19,On Head
12750,-1.4078,9.7492,1.7238,-1.9542,-46.3664,-14.5038,41.05,On Head
12800,-1.7430,9.9311,1.8364,-1.9847,-46.2443,-10.0458,41.38,On Head
12850,-1.2665,9.7636,1.7406,2.9466,-35.6947,-4.3359,40.77,On Head
12900,-0.8428,9.6438,1.5371,2.9160,-25.6489,-2.9008,41.09,On Head
12950,-1.3695,9.9886,1.5371,5.4504,-15.2519,-5.9847,41.09,On Head
13000,-1.8196,10.0341,1.5395,-2.3206,-13.9847,-2.4733,40.95,On Head
13050,-1.9489,10.4435,1.7023,-16.1985,-28.5649,3.5878,41.24,On Head
13100,-1.3958,9.4619,2.2218,-20.1679,-29.3282,1.0382,41.09,On Head
13150,-1.2570,9.7468,2.2673,-17.5267,-28.0000,4.9313,40.86,On Head
13200,-0.4836,9.2009,2.4565,-16.3511,-20.2443,7.3588,40.95,On Head
13250,-0.3543,9.0333,2.6528,0.5802,-0.9618,-0.8397,41.09,On Head
13300,-1.1253,9.5864,2.5857,6.3817,9.2519,-2.6870,41.24,On Head
13350,-1.3982,9.8521,2.4349,9.0840,6.8244,1.1908,40.86,On Head
13400,-1.1899,9.8162,2.2889,4.3053,1.8473,2.0611,41.09,On Head
13450,-1.2067,9.6726,2.1859,5.1450,5.8168,-0.7634,41.05,On Head
13500,-1.2929,9.9575,2.1165,1.5878,-0.7328,3.7557,41.28,On Head
13550,-1.1277,9.7875,2.0590,0.5954,-0.2443,1.0382,41.09,On Head
13600,-0.8835,9.7827,1.9800,-0.6565,-0.0611,0.5496,41.19,On Head
13650,-0.9553,9.8450,1.9680,-4.3053,4.0153,1.9847,41.19,On Head
13700,-1.1420,9.6558,2.2290,-3.5267,3.9695,3.9695,41.09,On Head
13750,-0.9361,9.6726,2.0734,-3.2214,5.1450,3.5725,40.95,On Head
13800,-1.1995,9.7157,2.3128,0.0153,2.5649,2.4427,40.77,On Head
13850,-1.0319,9.8258,2.1165,-0.6718,3.5878,3.1908,41.09,On Head
13900,-0.8404,9.8450,1.9776,-0.4122,8.8702,6.1374,41.09,On Head
13950,-0.7111,9.8138,1.8675,1.7252,18.2443,10.1679,41.24,On Head
14000,-0.4549,9.9479,1.7119,1.2977,27.8779,12.7176,41.09,On Head
14050,-0.2729,9.6941,1.7214,-3.2672,34.9008,10.8702,41.19,On Head
14100,-1.2617,9.7181,2.2194,4.0458,32.8550,13.8626,41.19,On Head
14150,-0.7638,10.0652,1.7909,1.9695,26.2137,14.7939,40.91,On Head
14200,-0.6153,9.9862,1.8124,-3.6489,25.8168,16.0611,41.28,On Head
14250,-0.3496,9.9718,1.4868,-1.2519,27.1908,13.4351,41.09,On Head
14300,-0.0551,10.3262,1.1684,-5.5573,40.1069,18.6107,41.09,On Head
14350,0.4597,10.2999,0.8284,-12.2443,74.4885,34.7481,41.24,On Head
14400,-0.5219,10.2304,1.5227,-0.2748,87.3588,49.8473,41.24,On Head
14450,0.0431,9.5457,1.9585,-6.8092,78.9924,43.6641,40.86,On Head
14500,-0.1149,9.5744,2.3990,-4.1985,53.8779,28.5496,41.05,On Head
14550,0.2514,9.6798,2.4852,-10.4122,27.4504,12.2137,41.09,On Head
14600,0.3448,9.5936,2.4852,-10.5954,7.9389,8.3664,41.05,On Head
14650,1.0080,9.8282,2.0207,-11.9237,3.1145,9.4656,41.09,On Head
14700,1.6927,9.9311,1.7190,-21.4046,26.9313,13.9084,41.24,On Head
14750,1.6831,9.8114,2.0135,-9.3740,31.9237,16.4275,40.95,On Head
14800,1.6688,9.2584,2.4708,-6.4122,50.4275,12.7939,41.28,On Head
14850,1.0702,9.3015,2.7773,4.2748,51.9237,11.3588,41.38,On Head
14900,0.3663,9.7540,2.9521,6.9618,32.0000,9.1603,40.95,On Head
14950,0.6512,9.8593,2.7342,2.1985,7.9695,1.7099,40.95,On Head
15000,0.8739,9.8426,2.4565,-6.2443,-5.3282,0.1221,41.19,On Head
15050,1.2929,9.6391,2.3511,-3.4809,-6.8702,-0.4885,41.24,On Head
15100,1.2857,9.8210,2.3248,-1.9847,-5.6336,0.5802,41.24,On Head
15150,1.3791,9.6391,2.3703,-2.5191,-4.6870,0.2748,40.95,On Head
15200,1.4533,9.8665,2.2745,-1.8779,-3.6794,-1.7252,41.24,On Head
15250,1.3240,9.6702,2.4181,-3.0840,-2.6260,-0.1221,40.86,On Head
15300,1.2594,9.7229,2.3463,-0.9160,-2.8855,-1.5267,41.28,On Head
15350,1.0487,9.8138,2.4804,-0.2901,-7.4809,-0.7634,41.09,On Head
15400,1.3671,9.7157,2.3966,-4.3359,-9.8168,-3.1298,40.95,On Head
15450,1.2091,9.7444,2.3942,-2.5954,-12.0611,-3.3893,41.24,On Head
15500,1.2617,9.7013,2.4301,-1.0687,-14.7481,-3.2519,41.19,On Head
15550,1.2546,9.7899,2.2673,0.0611,-14.4427,-4.6260,41.28,On Head
15600,1.4916,9.9407,1.9561,-1.0687,-11.8779,-2.9618,41.24,On Head
15650,1.4198,9.7157,2.0303,-1.4809,-6.4122,-1.6183,40.95,On Head
15700,1.3384,9.7995,2.0399,-3.2214,-4.3817,-2.0763,40.91,On Head
15750,1.3264,9.6223,2.2362,-3.4046,-0.8702,-1.6336,41.38,On Head
15800,1.1827,9.7731,2.1308,-1.1450,-0.4427,-2.0153,41.05,On Head
15850,1.1971,9.7683,2.1787,-0.9771,-1.5573,-2.7023,41.09,On Head
15900,1.0127,9.7779,2.2505,-2.5496,-4.0458,-4.1832,41.24,On Head
15950,1.0367,9.7659,2.2841,-0.8092,-7.1145,-3.4656,40.95,On Head
16000,0.9673,9.7205,2.2505,0.1374,-11.8779,-4.7328,41.09,On Head
16050,1.1253,9.7540,2.1548,1.4198,-14.2901,-7.9237,41.28,On Head
16100,1.0199,9.8665,1.9632,0.8092,-17.4809,-8.8550,41.05,On Head
16150,0.6081,10.0509,2.1644,-0.6718,-23.3130,-6.2443,41.05,On Head
16200,0.9050,9.7899,2.0662,-2.9618,-29.2214,-6.0458,41.09,On Head
