time_ms,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,temp_c,label
27921,-1.9369,-2.2003,11.6741,-38.9008,-16.5038,-95.2977,40.77,On Head
27984,-1.8387,-2.1691,10.7188,5.9084,3.8168,-74.4885,41.09,On Head
28047,-1.5179,-1.6903,9.6103,0.6107,15.1145,-73.7557,40.95,On Head
28113,-2.5043,-2.2362,10.1227,-8.1221,16.2290,-58.4122,40.95,On Head
28176,-1.9537,-2.7031,10.3238,-3.5420,3.9695,-43.9084,40.95,On Head
28239,-2.2553,-2.3703,10.3789,6.3817,15.6336,-44.0916,40.91,On Head
28302,-2.7174,-1.8747,10.0556,-0.9160,8.5954,-40.9466,40.95,On Head
28381,-1.9585,-1.6544,9.8210,3.3282,4.5344,-41.8473,40.91,On Head
28444,-1.4341,-1.1229,9.3422,-6.1527,7.0382,-41.1908,41.19,On Head
28507,-0.9577,-1.4413,10.2472,-14.1832,10.5802,-43.4351,40.91,On Head
28570,-1.8842,-1.8004,9.8450,-19.1756,12.5649,-35.5115,41.24,On Head
28636,-1.6017,-2.5929,9.9982,-15.4809,1.4962,-37.4198,41.05,On Head
28699,-1.7382,-2.9257,10.6997,-18.0305,-3.2824,-36.7786,41.24,On Head
28762,-1.8747,-2.3224,10.3693,-5.5725,-5.2519,-20.5191,40.77,On Head
28825,-1.4796,-2.7581,9.9718,-10.5344,-14.2901,-1.0382,41.09,On Head
28888,-1.5371,-2.6719,9.8593,-7.2519,0.7634,-6.5954,40.72,On Head
28951,-1.4485,-2.8276,10.3549,-18.0763,9.4504,3.0992,41.09,On Head
29014,-1.8866,-2.7102,10.6949,-20.4275,-2.8397,20.2901,40.86,On Head
29080,-1.1396,-3.2848,10.1897,-18.8550,-16.7481,45.6031,41.05,On Head
29143,-0.7614,-3.8642,10.3310,-16.0000,-1.7863,54.5496,40.91,On Head
29206,-0.9266,-3.8092,10.6997,-13.7099,7.6489,63.4198,41.09,On Head
29269,-1.4796,-3.3016,10.4722,3.0076,1.8015,63.9542,40.86,On Head
29332,-1.6017,-2.7581,9.3565,-4.4580,-17.7863,71.5573,41.19,On Head
